FID,id,nom,desserte,pmr,ascenseur,escalator,gid,last_update,last_update_fme,the_geom,adresse,localise_face_a_adresse,commune,insee,zone
tcl_sytral.tclarret.47424,47424,Joliot-Curie - M. Sembat,79:A,true,false,false,28430,2025-10-17T05:05:48.319,2025-10-17T05:05:48.319,POINT (4.878411000252 45.71385105199857),34 BOULEVARD MARCEL SEMBAT,,Vénissieux,69259,1
tcl_sytral.tclarret.47426,47426,Pinel Lépine,C9:R,true,false,false,28431,2025-10-17T05:05:48.319,2025-10-17T05:05:48.319,POINT (4.897216973191 45.75003501978981),34 BOULEVARD PINEL,,Bron,69029,1
tcl_sytral.tclarret.2838,2838,St-Martin,"128:R,62:A,62:R,76:A",true,false,false,26122,2025-10-17T05:05:48.138,2025-10-17T05:05:48.138,POINT (4.950063187242 45.704862617214495),35 RUE DE LA CROIX ROUSSE,,Saint-Priest,69290,1
tcl_sytral.tclarret.285,285,Bruyères,16:A,true,false,false,26123,2025-10-17T05:05:48.139,2025-10-17T05:05:48.139,POINT (4.94127419048 45.7629563881744),14 RUE RASPAIL,,Décines-Charpieu,69275,1
tcl_sytral.tclarret.2853,2853,St-Pierre de Vaise,"19:A,45:A",true,false,false,26124,2025-10-17T05:05:48.139,2025-10-17T05:05:48.139,POINT (4.807062130969001 45.773019307552325),26BIS RUE SAINT PIERRE DE VAISE,,Lyon 9e Arrondissement,69389,1
tcl_sytral.tclarret.2854,2854,St-Pierre de Vaise,"19:R,45:R,90:R",true,false,false,26125,2025-10-17T05:05:48.139,2025-10-17T05:05:48.139,POINT (4.808061946201 45.77325402319127),3 BOULEVARD ANTOINE DE SAINT EXUPERY,,Lyon 9e Arrondissement,69389,1
tcl_sytral.tclarret.2857,2857,St Priest Beauséjour,"62:A,62:R",true,false,false,26126,2025-10-17T05:05:48.139,2025-10-17T05:05:48.139,POINT (4.9461399739830005 45.70530502224244),1 RUE ROBESPIERRE,,Saint-Priest,69290,1
tcl_sytral.tclarret.286,286,Bruyères,16:R,true,false,false,26127,2025-10-17T05:05:48.139,2025-10-17T05:05:48.139,POINT (4.941542698045001 45.7629231542094),5 RUE RASPAIL,,Décines-Charpieu,69275,1
tcl_sytral.tclarret.41514,41514,Valdo,65:R,true,false,false,27307,2025-10-17T05:05:48.232,2025-10-17T05:05:48.232,POINT (4.783863436392001 45.75001643727682),106 RUE PIERRE VALDO,,Lyon 5e Arrondissement,69385,1
tcl_sytral.tclarret.41614,41614,Chantegrillet,"14:R,C20:A,C20E:A",true,false,false,27308,2025-10-17T05:05:48.233,2025-10-17T05:05:48.233,POINT (4.773330996324999 45.73836908015805),60 AVENUE DU CHATER,,Francheville,69089,1
tcl_sytral.tclarret.41654,41654,Z.I. Sermenaz,"C5:A,ZI4:R",true,false,false,27309,2025-10-17T05:05:48.233,2025-10-17T05:05:48.233,POINT (4.914105186946001 45.820176247561925),2507 AVENUE DE L EUROPE,,Rillieux-la-Pape,69286,1
tcl_sytral.tclarret.41655,41655,Z.I. Sermenaz,"C5:R,ZI4:A",true,false,false,27310,2025-10-17T05:05:48.233,2025-10-17T05:05:48.233,POINT (4.913053061703 45.820244027324904),2507 AVENUE DE L EUROPE,,Rillieux-la-Pape,69286,1
tcl_sytral.tclarret.41656,41656,Rond-Point Sermenaz,"C5:A,ZI4:R",true,false,false,27311,2025-10-17T05:05:48.233,2025-10-17T05:05:48.233,POINT (4.915803732266001 45.822900779876605),2871 AVENUE DE L EUROPE,,Rillieux-la-Pape,69286,1
tcl_sytral.tclarret.41657,41657,Rond-Point Sermenaz,"C5:R,ZI4:A",true,false,false,27312,2025-10-17T05:05:48.233,2025-10-17T05:05:48.233,POINT (4.915538469808001 45.82218673702869),2871 AVENUE DE L EUROPE,,Rillieux-la-Pape,69286,1
tcl_sytral.tclarret.47427,47427,Patinoire Baraban,C16:A,true,false,false,28432,2025-10-17T05:05:48.319,2025-10-17T05:05:48.319,POINT (4.868321021793 45.76158701112156),55 RUE BARABAN,,Lyon 3e Arrondissement,69383,1
tcl_sytral.tclarret.47429,47429,Pressin,11:A,true,false,false,28433,2025-10-17T05:05:48.319,2025-10-17T05:05:48.319,POINT (4.769510994714 45.70855507175712),46 ROUTE DE BRIGNAIS,,Chaponost,69043,1
tcl_sytral.tclarret.47430,47430,Pressin,11:R,true,false,false,28434,2025-10-17T05:05:48.319,2025-10-17T05:05:48.319,POINT (4.7701139488069995 45.70919807232005),129 ROUTE DE BRIGNAIS,,Saint-Genis-Laval,69204,1
tcl_sytral.tclarret.47432,47432,Colin,"37:R,69:A,C17:R",true,false,false,28435,2025-10-17T05:05:48.319,2025-10-17T05:05:48.319,POINT (4.874210008310999 45.77715908498984),29 RUE DE LA DOUA,,Villeurbanne,69266,1
tcl_sytral.tclarret.47433,47433,CNRS,"C17:R,C26:R",true,false,false,28436,2025-10-17T05:05:48.319,2025-10-17T05:05:48.319,POINT (4.875410006565001 45.78012205605151),1 AVENUE ALBERT EINSTEIN,,Villeurbanne,69266,1
tcl_sytral.tclarret.47434,47434,Chantelot,80:A,false,false,false,28437,2025-10-17T05:05:48.319,2025-10-17T05:05:48.319,POINT (4.773417983036 45.60722205071356),99 AVENUE DU 19 MARS 1962,,Grigny-sur-Rhône,69096,2
tcl_sytral.tclarret.47435,47435,Chantelot,80:R,false,false,false,28438,2025-10-17T05:05:48.319,2025-10-17T05:05:48.319,POINT (4.773358035577 45.607331004888536),99 AVENUE DU 19 MARS 1962,,Grigny-sur-Rhône,69096,2
tcl_sytral.tclarret.47437,47437,CNRS,"37:A,C17:A,C26:A,PL1:A",false,false,false,28439,2025-10-17T05:05:48.32,2025-10-17T05:05:48.32,POINT (4.875412974620001 45.77999407882854),1 AVENUE ALBERT EINSTEIN,,Villeurbanne,69266,1
tcl_sytral.tclarret.47438,47438,Irigny - Gare d'Yvours,"15:A,15E:A",false,false,false,28440,2025-10-17T05:05:48.32,2025-10-17T05:05:48.32,POINT (4.8318229882570005 45.689137042344036),1 IMPASSE LOUIS VERD,,Irigny,69100,1
tcl_sytral.tclarret.47439,47439,Irigny - Gare d'Yvours,"15:R,15E:R",false,false,false,28441,2025-10-17T05:05:48.32,2025-10-17T05:05:48.32,POINT (4.831912954361999 45.68936807992802),1 IMPASSE LOUIS VERD,,Irigny,69100,1
tcl_sytral.tclarret.47442,47442,Maurice Ravel,"39:R,60:R,JD190:A,JD262:R,JD263:R,JD263:A",true,false,false,28442,2025-10-17T05:05:48.32,2025-10-17T05:05:48.32,POINT (4.861026967017 45.67707100446221),46 ROUTE DE LYON,,Feyzin,69276,1
tcl_sytral.tclarret.47445,47445,C. Cial Porte de Lyon,"3:R,61:A",true,false,false,28443,2025-10-17T05:05:48.32,2025-10-17T05:05:48.32,POINT (4.76741006414 45.82094505309384),1920 ROUTE NATIONALE 6,,Limonest,69116,1
tcl_sytral.tclarret.47446,47446,Bois Dieu,61:R,true,false,false,28444,2025-10-17T05:05:48.32,2025-10-17T05:05:48.32,POINT (4.737229995080001 45.840165082409534),0 ROUTE NATIONALE 6,,Lissieu,69117,2
tcl_sytral.tclarret.47480,47480,Z.A. Barolles,"78:A,JD979:R",true,false,false,28458,2025-10-17T05:05:48.321,2025-10-17T05:05:48.321,POINT (4.782689952661 45.67556400679036),60 AVENUE CHANOINE CARTELIER,,Saint-Genis-Laval,69204,1
tcl_sytral.tclarret.47481,47481,10 Rue Saillant,ZI4:A,false,false,false,28459,2025-10-17T05:05:48.321,2025-10-17T05:05:48.321,POINT (4.937998012626 45.7748300663951),12 RUE LOUIS SAILLANT,,Vaulx-en-Velin,69256,1
tcl_sytral.tclarret.47483,47483,10 Rue Saillant,"ZI3:R,ZI4:R",false,false,false,28460,2025-10-17T05:05:48.321,2025-10-17T05:05:48.321,POINT (4.937346050078 45.77441605784215),10 RUE LOUIS SAILLANT,,Vaulx-en-Velin,69256,1
tcl_sytral.tclarret.38615,38615,Les Grandes Trèves,JD161:R,false,,,29455,2025-10-17T05:05:48.218,2025-10-17T05:05:48.218,POINT (4.716741945270001 45.76053237061267),,,,,1
tcl_sytral.tclarret.38618,38618,Francheville Bel Air,"JD168:R,JD173:R",false,,,29456,2025-10-17T05:05:48.218,2025-10-17T05:05:48.218,POINT (4.756113737634 45.74758460934907),,,,,1
tcl_sytral.tclarret.38714,38714,Chemin des Epinettes,JD58:A,false,,,29457,2025-10-17T05:05:48.218,2025-10-17T05:05:48.218,POINT (4.805724561762 45.810268584798095),,,,,1
tcl_sytral.tclarret.38715,38715,Chemin des Epinettes,JD58:R,false,,,29458,2025-10-17T05:05:48.218,2025-10-17T05:05:48.218,POINT (4.805691709848001 45.81068336163103),,,,,1
tcl_sytral.tclarret.38895,38895,Grandvaux Terver,JD151:A,false,,,29459,2025-10-17T05:05:48.219,2025-10-17T05:05:48.219,POINT (4.776683978132 45.77197700447442),,,,,1
tcl_sytral.tclarret.2880,2880,St Priest Ménival,"128:R,C25:R,JD8:R",true,false,false,26133,2025-10-17T05:05:48.139,2025-10-17T05:05:48.139,POINT (4.952931110249001 45.69573114034841),40 RUE LOUIS BRAILLE,,Saint-Priest,69290,1
tcl_sytral.tclarret.2881,2881,St Priest Ménival,"128:A,C25:A,JD8:A",true,false,false,26134,2025-10-17T05:05:48.139,2025-10-17T05:05:48.139,POINT (4.9532240909339995 45.695679296814404),40 RUE LOUIS BRAILLE,,Saint-Priest,69290,1
tcl_sytral.tclarret.2882,2882,St-Priest Plaine Saythe,"30:R,76:R,C25:A,JD133:R,JD28:R,ZI8:A",true,false,false,26135,2025-10-17T05:05:48.139,2025-10-17T05:05:48.139,POINT (4.946969550599 45.68676047385628),1 RUE DE L EGALITE,,Saint-Priest,69290,1
tcl_sytral.tclarret.2883,2883,St-Priest Plaine Saythe,"30:A,76:A,C25:R,JD133:A,JD28:A,ZI8:R",true,false,false,26136,2025-10-17T05:05:48.139,2025-10-17T05:05:48.139,POINT (4.947085971355 45.687011067514256),1 RUE DE L EGALITE,,Saint-Priest,69290,1
tcl_sytral.tclarret.2886,2886,St-Rambert - l'Ile Barbe,"31:R,43:R,S10:R",true,false,false,26137,2025-10-17T05:05:48.14,2025-10-17T05:05:48.14,POINT (4.829145855301 45.79739281436656),3 QUAI PAUL SEDALLIAN,,Lyon 9e Arrondissement,69389,1
tcl_sytral.tclarret.2890,2890,St Romain,"43:A,JD241:A,JD70:A,JD71:A,JD813:R",true,false,false,26138,2025-10-17T05:05:48.14,2025-10-17T05:05:48.14,POINT (4.831110952176 45.8405120474145),0 QUAI JEAN MOULIN,,Couzon-au-Mont-d'Or,69068,1
tcl_sytral.tclarret.2891,2891,St Romain,"43:R,JD241:R,JD70:R,JD71:R,JD813:A",true,false,false,26139,2025-10-17T05:05:48.14,2025-10-17T05:05:48.14,POINT (4.830993029039001 45.84016703241754),0 QUAI JEAN MOULIN,,Couzon-au-Mont-d'Or,69068,1
tcl_sytral.tclarret.2893,2893,St-Vincent,"19:R,31:R,40:R,C14:R,JD974:A,PL3:R",true,false,false,26140,2025-10-17T05:05:48.14,2025-10-17T05:05:48.14,POINT (4.828016879282999 45.76793877287685),49 QUAI SAINT VINCENT,,Lyon 1er Arrondissement,69381,1
tcl_sytral.tclarret.2894,2894,Stade Boucaud,"31:R,43:R",true,false,false,26141,2025-10-17T05:05:48.14,2025-10-17T05:05:48.14,POINT (4.807982951124 45.783206373348165),10 RUE RHIN ET DANUBE,,Lyon 9e Arrondissement,69389,1
tcl_sytral.tclarret.38896,38896,Grandvaux Terver,"JD151:R,JD31:A,JD31:R",false,,,29460,2025-10-17T05:05:48.219,2025-10-17T05:05:48.219,POINT (4.776710009504001 45.77201001280642),,,,,1
tcl_sytral.tclarret.38914,38914,Grenoble,JD121:A,false,,,29461,2025-10-17T05:05:48.219,2025-10-17T05:05:48.219,POINT (5.008403593883 45.76071290228164),,,,,1
tcl_sytral.tclarret.39054,39054,Gare Part-Dieu V.Merle,"25:A,C7:A,C9:A",true,false,false,27144,2025-10-17T05:05:48.219,2025-10-17T05:05:48.219,POINT (4.857799945695 45.76060604392867),30 BOULEVARD MARIUS VIVIER MERLE,,Lyon 3e Arrondissement,69383,1
tcl_sytral.tclarret.39098,39098,St Genis Ancienne Poste,JD177:R,false,,,29462,2025-10-17T05:05:48.22,2025-10-17T05:05:48.22,POINT (4.72461251865 45.75817805518193),,,,,1
tcl_sytral.tclarret.39105,39105,Le Guillot,JD161:R,false,,,29463,2025-10-17T05:05:48.22,2025-10-17T05:05:48.22,POINT (4.730597678201 45.76008479957873),,,,,1
tcl_sytral.tclarret.39294,39294,Cimetière de Corbas,JD11:R,false,,,29464,2025-10-17T05:05:48.221,2025-10-17T05:05:48.221,POINT (4.900971595707 45.6750308987704),,,,,1
tcl_sytral.tclarret.39339,39339,Bas Privas,"JD15:A,JD264:A",false,,,29465,2025-10-17T05:05:48.221,2025-10-17T05:05:48.221,POINT (4.785086320794 45.648638697763886),,,,,2
tcl_sytral.tclarret.2896,2896,Stade de Parilly,C25:A,true,false,false,26142,2025-10-17T05:05:48.14,2025-10-17T05:05:48.14,POINT (4.891911865684 45.71722915804622),384 AVENUE CHARLES DE GAULLE,,Vénissieux,69259,1
tcl_sytral.tclarret.2897,2897,Stade de Parilly,C25:R,true,false,false,26143,2025-10-17T05:05:48.14,2025-10-17T05:05:48.14,POINT (4.891876277744 45.71729297839123),384 AVENUE CHARLES DE GAULLE,,Vénissieux,69259,1
tcl_sytral.tclarret.2898,2898,Stade des Peupliers,"7:A,JD918:A",true,false,false,26144,2025-10-17T05:05:48.14,2025-10-17T05:05:48.14,POINT (4.899336029492 45.778450085163705),1 RUE PETITE DU ROULET,,Villeurbanne,69266,1
tcl_sytral.tclarret.47484,47484,La Blanchisserie,97:A,true,false,false,28461,2025-10-17T05:05:48.321,2025-10-17T05:05:48.321,POINT (4.844351022327 45.876574054520034),8 RUE POLLET,,Neuville-sur-Saône,69143,1
tcl_sytral.tclarret.47487,47487,Grisard,"128:R,50:A,62:R,76:A",true,false,false,28462,2025-10-17T05:05:48.321,2025-10-17T05:05:48.321,POINT (4.947716010059 45.697007048194266),22 RUE JULES FERRY,,Saint-Priest,69290,1
tcl_sytral.tclarret.47488,47488,Grisard,"128:A,50:R,62:A,76:R",true,false,false,28463,2025-10-17T05:05:48.321,2025-10-17T05:05:48.321,POINT (4.947604964657 45.696938071000275),22 RUE JULES FERRY,,Saint-Priest,69290,1
tcl_sytral.tclarret.47489,47489,Collières,C25:A,true,false,false,28464,2025-10-17T05:05:48.322,2025-10-17T05:05:48.322,POINT (4.939525962694 45.68311803502462),18 RUE DE COLLIERES,,Mions,69283,1
tcl_sytral.tclarret.47490,47490,Collières,C25:R,true,false,false,28465,2025-10-17T05:05:48.322,2025-10-17T05:05:48.322,POINT (4.940099954646 45.68300803169064),16 RUE DE COLLIERES,,Mions,69283,1
tcl_sytral.tclarret.47491,47491,Collège Ch. Bernardin,"C20:A,C20E:A,JD975:R",true,false,false,28466,2025-10-17T05:05:48.322,2025-10-17T05:05:48.322,POINT (4.774935954751001 45.74086899721978),24 RUE GRANDE RUE,,Francheville,69089,1
tcl_sytral.tclarret.47492,47492,Chauderasses,"C20:A,C20E:A,JD975:R",true,false,false,28467,2025-10-17T05:05:48.322,2025-10-17T05:05:48.322,POINT (4.780943022437 45.74448204963841),155 RUE COMMANDANT CHARCOT,,Sainte-Foy-lès-Lyon,69202,1
tcl_sytral.tclarret.39340,39340,Bas Privas,"JD2:R,JD264:R",false,,,29466,2025-10-17T05:05:48.221,2025-10-17T05:05:48.221,POINT (4.784458886035999 45.64867040738288),,,,,2
tcl_sytral.tclarret.39595,39595,Les Maures,"JD262:R,JD263:R",false,,,29467,2025-10-17T05:05:48.222,2025-10-17T05:05:48.222,POINT (4.85764466354 45.66427601752043),,,,,1
tcl_sytral.tclarret.40197,40197,8 Mai - Bourdarias,JD221:A,false,,,29468,2025-10-17T05:05:48.227,2025-10-17T05:05:48.227,POINT (4.871469072594 45.693542395250624),,,,,1
tcl_sytral.tclarret.40198,40198,8 Mai - Bourdarias,JD221:R,false,,,29469,2025-10-17T05:05:48.227,2025-10-17T05:05:48.227,POINT (4.871223215522 45.69322390580364),,,,,1
tcl_sytral.tclarret.40218,40218,Division Leclerc,JD111:R,true,,,29470,2025-10-17T05:05:48.227,2025-10-17T05:05:48.227,POINT (4.868366957915 45.698428156982125),,,,,1
tcl_sytral.tclarret.2902,2902,Stade Henri Cochet,"33:A,38:A,JD206:R,S5:A",true,false,false,26148,2025-10-17T05:05:48.14,2025-10-17T05:05:48.14,POINT (4.838595706207999 45.79268212957611),12 RUE FRANCOIS PEISSEL,,Caluire-et-Cuire,69034,1
tcl_sytral.tclarret.2903,2903,Stade Henri Cochet,"33:R,38:R,JD206:A,JD63:A,S5:R",true,false,false,26149,2025-10-17T05:05:48.14,2025-10-17T05:05:48.14,POINT (4.838773044784001 45.79290321248806),19 RUE FRANCOIS PEISSEL,,Caluire-et-Cuire,69034,1
tcl_sytral.tclarret.2906,2906,Stade Laurent Gérin,54:A,true,false,false,26150,2025-10-17T05:05:48.141,2025-10-17T05:05:48.141,POINT (4.890985052342001 45.696446001362325),38 RUE ETHEL ET JULIUS ROSENBERG,,Vénissieux,69259,1
tcl_sytral.tclarret.291,291,Bugeaud,38:A,true,false,false,26151,2025-10-17T05:05:48.141,2025-10-17T05:05:48.141,POINT (4.852837482519001 45.76704330663096),80 RUE DE LA TETE D OR,,Lyon 6e Arrondissement,69386,1
tcl_sytral.tclarret.2915,2915,Ste Consorce,"72:A,72:R,JD161:R,JD658:R,JD788:R",true,false,false,26152,2025-10-17T05:05:48.141,2025-10-17T05:05:48.141,POINT (4.689515027875 45.77644408478792),0 RUE DU 30 AOUT 1944,,Sainte-Consorce,69190,2
tcl_sytral.tclarret.2916,2916,Ste Eugénie,"C10:A,JD979:R",true,false,false,26153,2025-10-17T05:05:48.141,2025-10-17T05:05:48.141,POINT (4.797031066143 45.704357039199536),42 AVENUE GEORGES CLEMENCEAU,,Saint-Genis-Laval,69204,1
tcl_sytral.tclarret.2917,2917,Ste Eugénie,"C10:R,JD979:A",true,false,false,26154,2025-10-17T05:05:48.141,2025-10-17T05:05:48.141,POINT (4.797414974063 45.70512000638347),34 AVENUE GEORGES CLEMENCEAU,,Saint-Genis-Laval,69204,1
tcl_sytral.tclarret.2918,2918,Ste Foy Centre,"6:A,6E:A,C19:A",true,false,false,26155,2025-10-17T05:05:48.141,2025-10-17T05:05:48.141,POINT (4.803553558528 45.734085566374496),48 BOULEVARD BARON DU MARAIS,,Sainte-Foy-lès-Lyon,69202,1
tcl_sytral.tclarret.41680,41680,Observatoire,"78:R,S9:A",true,false,false,27313,2025-10-17T05:05:48.233,2025-10-17T05:05:48.233,POINT (4.7868129815580005 45.69723004429725),76 AVENUE DE GADAGNE,,Saint-Genis-Laval,69204,1
tcl_sytral.tclarret.41734,41734,Gare de Vaise-G.Collomb,"22:A,23:A",true,false,false,27314,2025-10-17T05:05:48.233,2025-10-17T05:05:48.233,POINT (4.804642725677999 45.780444447194476),12 RUE DU 24 MARS 1852,,Lyon 9e Arrondissement,69389,1
tcl_sytral.tclarret.41735,41735,Gare de Vaise-G.Collomb,20:A,true,false,false,27315,2025-10-17T05:05:48.233,2025-10-17T05:05:48.233,POINT (4.804509769336001 45.78034835576948),12 RUE DU 24 MARS 1852,,Lyon 9e Arrondissement,69389,1
tcl_sytral.tclarret.47493,47493,Clinique Charcot,"C20:R,C20E:R,JD975:A",true,false,false,28468,2025-10-17T05:05:48.322,2025-10-17T05:05:48.322,POINT (4.797607017798999 45.75016307669878),49 RUE COMMANDANT CHARCOT,,Sainte-Foy-lès-Lyon,69202,1
tcl_sytral.tclarret.47494,47494,Clinique Charcot,"C20:A,C20E:A,JD975:R",true,false,false,28469,2025-10-17T05:05:48.322,2025-10-17T05:05:48.322,POINT (4.797479038055999 45.750182084159775),96 RUE COMMANDANT CHARCOT,,Lyon 5e Arrondissement,69385,1
tcl_sytral.tclarret.47495,47495,Corbas Gabriel Péri,"87:A,ZI1:A",true,false,false,28470,2025-10-17T05:05:48.322,2025-10-17T05:05:48.322,POINT (4.917072046034999 45.67674906401925),5 RUE DES ALLOBROGES,,Corbas,69273,1
tcl_sytral.tclarret.47496,47496,Corbas Gabriel Péri,"87:R,ZI1:R",true,false,false,28471,2025-10-17T05:05:48.322,2025-10-17T05:05:48.322,POINT (4.917268054866 45.67698606077322),4 RUE DES ALLOBROGES,,Corbas,69273,1
tcl_sytral.tclarret.47497,47497,Pl Sublet - Marcel Paul,"C12:R,JD221:R",true,false,false,28472,2025-10-17T05:05:48.322,2025-10-17T05:05:48.322,POINT (4.881673031947 45.70004500161097),13 AVENUE MARCEL PAUL,,Vénissieux,69259,1
tcl_sytral.tclarret.47498,47498,Pl Sublet - Marcel Paul,"C12:A,JD221:A",true,false,false,28473,2025-10-17T05:05:48.322,2025-10-17T05:05:48.322,POINT (4.882001031739999 45.69939000193103),21 AVENUE MARCEL PAUL,,Vénissieux,69259,1
tcl_sytral.tclarret.47499,47499,HLM République,C12:R,true,false,false,28474,2025-10-17T05:05:48.322,2025-10-17T05:05:48.322,POINT (4.870962946353 45.70718503992925),16 AVENUE DE LA REPUBLIQUE,,Vénissieux,69259,1
tcl_sytral.tclarret.475,475,Chemin des Pivolles,52:A,true,false,false,28475,2025-10-17T05:05:48.322,2025-10-17T05:05:48.322,POINT (4.934109993429 45.75316602986547),111 RUE ALEXANDRE DUMAS,,Vaulx-en-Velin,69256,1
tcl_sytral.tclarret.47502,47502,Pyrénées,C12:R,true,false,false,28476,2025-10-17T05:05:48.323,2025-10-17T05:05:48.323,POINT (4.854248979876 45.72191608157077),339 ROUTE DE VIENNE,,Vénissieux,69259,1
tcl_sytral.tclarret.47503,47503,Benoit Bernard,"C12:R,PL3:A",false,false,false,28477,2025-10-17T05:05:48.323,2025-10-17T05:05:48.323,POINT (4.852264968651001 45.73827205223606),99 ROUTE DE VIENNE,,Lyon 8e Arrondissement,69388,1
tcl_sytral.tclarret.47504,47504,Corbas G.Brassens,54:A,false,false,false,28478,2025-10-17T05:05:48.323,2025-10-17T05:05:48.323,POINT (4.905356952553001 45.66771400037309),0 CHEMIN DE GRANGE BLANCHE,,Corbas,69273,1
tcl_sytral.tclarret.47505,47505,La Perralière,"C23:R,C26:R,JD977:A,JD977:R",true,false,false,28479,2025-10-17T05:05:48.323,2025-10-17T05:05:48.323,POINT (4.889422003809 45.76357006069735),79 RUE DU 1 MARS 1943,,Villeurbanne,69266,1
tcl_sytral.tclarret.47506,47506,La Perralière,"C23:A,C26:A",true,false,false,28480,2025-10-17T05:05:48.323,2025-10-17T05:05:48.323,POINT (4.889289060497001 45.76326604368338),81 RUE DU 1 MARS 1943,,Villeurbanne,69266,1
