FID,uid,id_ariane,nom,num,numvoie,voie,codepost,commune,code_insee,reglement,surf_tot_m2,gestion,ann_ouvert,clos,openinghoursspecification,precision_horaires,acces,circulation,label,type_equip,eau,toilettes,chien,esp_can,photo,gid,the_geom,openinghours,last_update_fme,horaires
com_donnees_communales.comparcjardin_1_0_0.28,PAR-69256-010,S8084,Square Pierre Brossolette,10,,Square Pierre Brossolette,69120,Vaulx-en-Velin,69256,Non,1549,Ville,,Non,"[{""opens"": ""00:00"", ""closes"": ""23:59"", ""dayOfWeek"": [""http://schema.org/Monday"", ""http://schema.org/Tuesday"", ""http://schema.org/Wednesday"", ""http://schema.org/Thursday"", ""http://schema.org/Friday"", ""http://schema.org/Saturday"", ""http://schema.org/Sunday""]}]",,Motorisé,Piéton,Non,Bancs,Non,Non,Non autorisés,Non,nr,28,"MULTIPOLYGON (((4.9308380821487985 45.75640933899356, 4.931396369169653 45.75639657530762, 4.93139124774337 45.75624876345569, 4.930823122233871 45.7562485475698, 4.9308380821487985 45.75640933899356)), ((4.9308739737906455 45.75663222129043, 4.931399984855886 45.75663643864034, 4.931398417747773 45.756455700047695, 4.93088671329225 45.75645781317063, 4.9308739737906455 45.75663222129043)))",[],2025-04-16T16:11:14.843,24/7 open
com_donnees_communales.comparcjardin_1_0_0.39,PAR-69256-022,S8096,Place Roger Laurent,22,,Place Roger Laurent,69120,Vaulx-en-Velin,69256,Non,2090,Ville,,Oui,"[{""opens"": ""00:00"", ""closes"": ""23:59"", ""dayOfWeek"": [""http://schema.org/Monday"", ""http://schema.org/Tuesday"", ""http://schema.org/Wednesday"", ""http://schema.org/Thursday"", ""http://schema.org/Friday"", ""http://schema.org/Saturday"", ""http://schema.org/Sunday""]}]",,Motorisé,Piéton,Non,"Aire de jeux, Pique-nique, Jeux de boules",Non,Oui,Non autorisés,Non,nr,39,"MULTIPOLYGON (((4.919633473459956 45.77117820302463, 4.919660126088391 45.77115965896195, 4.919765413349381 45.77108851650935, 4.9199169841188155 45.77098442196474, 4.920013728014147 45.770915434109256, 4.920214145025501 45.770770302880855, 4.920209380749963 45.770506993240296, 4.920130269026725 45.7703374246834, 4.919720203342729 45.77031820632945, 4.9198004494775445 45.7704374886809, 4.919847259849219 45.770545272747526, 4.919847335600008 45.77063072323077, 4.9198165927433255 45.7707810322541, 4.919815983863816 45.770805170844554, 4.919747940718714 45.770998331900216, 4.919633473459956 45.77117820302463)))",[],2025-04-16T16:11:14.847,24/7 open
com_donnees_communales.comparcjardin_1_0_0.160,PAR-69382-52023,S8413,Place Carnot,52023,,Place Carnot,69002,Lyon 2e Arrondissement,69382,oui,26500.22,Espaces Verts,,oui,,,Piéton/Vélo,,non,Aire de jeux-Fontaine,oui,oui,Oui,Oui,0,160,"MULTIPOLYGON (((4.8267413490707725 45.7503620797244, 4.826758034637763 45.75040306646218, 4.827021380365651 45.75083198519378, 4.827466553506182 45.75155636959724, 4.827483112513563 45.75156735380936, 4.827564949253951 45.75159303961548, 4.827579001151203 45.75159425388682, 4.828038155371875 45.75147032364929, 4.828129421173988 45.751446536477154, 4.828324602478705 45.75139227845641, 4.8287790798362815 45.75126716031606, 4.828807739357343 45.75121602847253, 4.82837393601677 45.750513066766636, 4.828342196707044 45.75045876575034, 4.827997339891003 45.749896216066055, 4.82782067447474 45.7500057070852, 4.827731220386219 45.75002864284335, 4.827682590649465 45.75003815792916, 4.827623278399389 45.75004381367396, 4.82756187177569 45.75004412846272, 4.827477049729819 45.750032726558146, 4.827404410366627 45.75001239516008, 4.8273237898050745 45.749982786369216, 4.8272729131702645 45.749955376530195, 4.827194603495661 45.74987248268784, 4.827125955828454 45.74978619352889, 4.827091259712036 45.749719879425626, 4.826974588919792 45.74975703412212, 4.827102641880244 45.749965311780755, 4.827315509148346 45.75029399943149, 4.827333143046212 45.750290566089014, 4.827401789073254 45.750392425489025, 4.82743631775938 45.75038305059617, 4.827574721255902 45.750338166122454, 4.827711350549759 45.750286109831144, 4.8277591462141025 45.75025402118986, 4.827791567506382 45.75022730967942, 4.827811726021584 45.750234455921074, 4.827793098974171 45.75025041556271, 4.827756341748547 45.75027827676654, 4.827729210035546 45.750297793123124, 4.827697091235613 45.75031396953076, 4.827641151506022 45.75033700880118, 4.8276421158307645 45.750338973349315, 4.827691971762396 45.75032251196757, 4.827782590435332 45.75029468535481, 4.827840350498386 45.750276116858174, 4.827847982565782 45.75028931450277, 4.8274557314191995 45.75041441937902, 4.827489994938745 45.75046751005072, 4.827581802908198 45.75049132559039, 4.827624044124828 45.7505563483056, 4.827589491544064 45.75062017479001, 4.827613535337859 45.7506555192434, 4.827708240339255 45.75066200777453, 4.827784079644319 45.75063792871217, 4.827834768003968 45.75071766593806, 4.827640554681487 45.75078162780554, 4.827635984565659 45.75078332126741, 4.827687308657797 45.75086268833469, 4.827612568256924 45.750888729712564, 4.827268147771616 45.750387619135985, 4.827231208956521 45.7503025167282, 4.827138591810314 45.75016051160921, 4.82710717491051 45.75017035329122, 4.8270660418073845 45.750103692563314, 4.826871614407425 45.750161356448544, 4.826855121213661 45.75018367179649, 4.826840833466204 45.750202711654225, 4.826822580971138 45.75021857511552, 4.82679080387351 45.750245185995084, 4.826772888003882 45.75025951400975, 4.826722121439394 45.75027949968275, 4.826703350952544 45.750283401191695, 4.8267413490707725 45.7503620797244)))",[],2025-07-25T08:55:31.87,
com_donnees_communales.comparcjardin_1_0_0.157,PAR-69389-09346,S8287,Square Philomène Rozan,9346,,Rue Félix Mangini,69009,Lyon 9e Arrondissement,69389,oui,853.47,Espaces Verts,2019,oui,,,Piéton,,non,Aire de jeux,oui,non,Non,Non,0,157,"MULTIPOLYGON (((4.816056096156405 45.79076966058262, 4.816365277908677 45.79055745478242, 4.816600669562507 45.79070994070723, 4.816280273138032 45.790929526177884, 4.816056096156405 45.79076966058262)))",[],2025-07-25T08:55:31.911,
com_donnees_communales.comparcjardin_1_0_0.113,PAR-69381-51148,S8193,Jardin des Plantes,51148,,Rue lucien Sportisse,69001,Lyon 1er Arrondissement,69381,oui,12087.97,Espaces Verts,,non,,,Piéton,,oui,Fontaine,non,non,Oui,Oui,0,113,"MULTIPOLYGON (((4.828513964957197 45.77106489496395, 4.8289833116536185 45.77110982321283, 4.829085973450334 45.77111465322628, 4.8290929786863686 45.771030208982445, 4.829476479167503 45.77104969451869, 4.829609489364239 45.77105043606712, 4.82960749478314 45.77103300779382, 4.829817573028384 45.771022969757496, 4.829874938536714 45.77103095747, 4.82994414872873 45.77103173453797, 4.829932534102184 45.77097549020207, 4.8299146228536864 45.77092762728513, 4.829871069272393 45.77092490759786, 4.829816238843001 45.770555431989145, 4.829819427393186 45.77054287046909, 4.82982626923205 45.77053574031102, 4.829831022088773 45.770531613803016, 4.829856413444062 45.77051392515401, 4.829916256999009 45.770472102004405, 4.829932643807072 45.77046202828914, 4.829959641917019 45.770445843807416, 4.829996026395892 45.77042599829884, 4.830041325847741 45.77040348935488, 4.830040909407365 45.77040259603439, 4.830105988154198 45.77038696910779, 4.830693477212881 45.7703794990916, 4.830733903575032 45.77041610944805, 4.830822470965594 45.77041477450516, 4.830853830930575 45.770414359945676, 4.830853301717858 45.77038646790061, 4.830986901900387 45.770385758292655, 4.830987365019797 45.77027846868325, 4.83102124209076 45.7702763035399, 4.831022824278826 45.77019896652455, 4.8310288100875844 45.77018167986039, 4.830999810665829 45.77017584636218, 4.831004584946856 45.77016442931157, 4.830689031852634 45.770130715623594, 4.83027380666493 45.770061433543, 4.829852107845715 45.76999099403995, 4.829796154119585 45.7699867637053, 4.82969730603375 45.769988353170156, 4.8295987642248495 45.76998336749485, 4.829516137510068 45.76996984569178, 4.829411455861101 45.76994263813073, 4.829366731654552 45.769931656920015, 4.8293269767161275 45.76992725593618, 4.829298552377786 45.76993509303319, 4.82928733978958 45.76993824334403, 4.829266910861413 45.76995846214554, 4.829301288803732 45.76997923991144, 4.829207490766333 45.77011494040021, 4.829145209159412 45.77020783336687, 4.829038942509005 45.77033230390353, 4.828915146299103 45.77049431680216, 4.828513964957197 45.77106489496395)))",[],2025-07-25T08:55:32.004,
com_donnees_communales.comparcjardin_1_0_0.200,PAR-69385-05342,S8315,Parc de la Passerelle,5342,,Avenue Barthélémy Buyer,69005,Lyon 5e Arrondissement,69385,oui,10411,Espaces Verts,,oui,,,Piéton,,oui,,non,non,Oui,Non,0,200,"MULTIPOLYGON (((4.802935288542036 45.758644632402735, 4.802918713285785 45.75860133449773, 4.802872627980526 45.75848047320027, 4.802809973874526 45.7583162238629, 4.802818837820562 45.75830393323935, 4.802844799124781 45.758267881366805, 4.802860047720051 45.75823064923315, 4.802869083739024 45.75818388541936, 4.802868626962315 45.758169762469706, 4.802862842270592 45.758133943661036, 4.802860338063306 45.758128313269495, 4.802840929612773 45.758084790248006, 4.802798045372404 45.75799915866667, 4.80274028877083 45.75788307232907, 4.802700861803155 45.75780080597596, 4.802669793595795 45.757734877382376, 4.802649588441972 45.75767867678621, 4.8026155067410645 45.75758273552843, 4.802620612766044 45.757538014029606, 4.80265101830628 45.757480201486885, 4.8026467304262885 45.75743499882593, 4.802631641653056 45.757390057307745, 4.802598812928092 45.7573609670831, 4.802554885132771 45.75731846252766, 4.802524065916972 45.75729195047769, 4.802517984147944 45.75728673676755, 4.80250740541156 45.75727772425583, 4.802506347909787 45.75727675099776, 4.8025755571014574 45.75725801418864, 4.802576517753747 45.75725988899262, 4.802620004246693 45.75724866981521, 4.802621677169776 45.757248913311265, 4.80263265154 45.75727015970704, 4.8026957245401 45.75740344208179, 4.802753505621735 45.757524478116494, 4.802889593141283 45.75781230545222, 4.802943804877669 45.757926197866546, 4.802947261032116 45.75793343319183, 4.8029439341426 45.75793798597556, 4.803024255343186 45.758111675381976, 4.803072222777824 45.75821531656372, 4.803130752981578 45.75837504106813, 4.803210643910202 45.758591037739656, 4.803253440479947 45.75870592095841, 4.803344791493349 45.75895395633001, 4.80334943309648 45.758966392923526, 4.803417123003468 45.75914712238627, 4.803423974752889 45.75914413373696, 4.803422923270768 45.75915531055388, 4.803384436453916 45.759567316113014, 4.80322366579354 45.75973699660907, 4.803202980889775 45.75974947461649, 4.803189490994769 45.75975760852811, 4.803186572031515 45.75975891480837, 4.803188186283704 45.759760959251, 4.803205874273114 45.75978326920635, 4.803248911198887 45.75983766781606, 4.80326103096985 45.759850615893285, 4.803265098523391 45.75984920140483, 4.803283278434329 45.75987447359133, 4.803355601677755 45.75995189827925, 4.8033717644105325 45.759982422495526, 4.803372610567313 45.75998492911667, 4.803384865899309 45.75998203482237, 4.8033872535642805 45.75998433700659, 4.803395982395769 45.75999985885349, 4.803443368210728 45.7600812788194, 4.8034615615114005 45.760099170668944, 4.803490386645281 45.76012769412534, 4.803516560332795 45.760153829573504, 4.8035343581155265 45.76017145767821, 4.80356065223299 45.76019714120171, 4.803578235990354 45.76021594270835, 4.803604764576602 45.76024108249801, 4.803623631635831 45.76026004365644, 4.803648888632848 45.76028538359728, 4.803667738257241 45.760303805017934, 4.803695875391269 45.760330809311746, 4.803749632929481 45.760327347012485, 4.803767751436834 45.76032678975487, 4.803767508338664 45.76033930377607, 4.803768397672051 45.7603467597761, 4.803774731336052 45.7603678096428, 4.803779985170665 45.76038302655108, 4.803780567041923 45.760389047406406, 4.8037901494154935 45.760415085833394, 4.8038029531979 45.7604372031341, 4.80383298439336 45.76045931730136, 4.803859120208547 45.76047231309968, 4.803931592465937 45.760490604287924, 4.803977153082242 45.76049195191335, 4.804009708929039 45.76049278571968, 4.804053394878448 45.76049155300498, 4.80408571705457 45.7604890604501, 4.804129462467767 45.760482156687, 4.804161120449425 45.760474994579994, 4.804202985342278 45.760465330571385, 4.804233746599769 45.760458272665396, 4.804276897658618 45.76044885823639, 4.80430724294407 45.760440906894814, 4.80434945967811 45.76043015723705, 4.804414624983862 45.76041346352776, 4.804436906655202 45.760430570376386, 4.804465400228109 45.76046467892958, 4.804483193801638 45.76050579727651, 4.804495503775096 45.760536562452785, 4.8045019413676275 45.760552750569154, 4.804505148386778 45.76056061981093, 4.804505705111552 45.76056169099553, 4.804498987928973 45.76056494757702, 4.804499275027802 45.760565753034435, 4.8044168898750845 45.760586859951665, 4.804390694632189 45.760591775463055, 4.804323325856876 45.760592123879036, 4.804228446990829 45.76059263851617, 4.804070559094056 45.76059694225326, 4.803818005566169 45.76060445672058, 4.8036950354468 45.76058300598696, 4.803659759754277 45.76056988504426, 4.80365663622122 45.76056876454677, 4.803699107062794 45.760454599728504, 4.803676328942442 45.76043021051221, 4.803650893790774 45.760402983375755, 4.803628742796811 45.76037822420371, 4.803608941151826 45.760358197847225, 4.803591442535777 45.76033813497825, 4.803566555175657 45.76031197915439, 4.803544814374316 45.76028793347392, 4.803524432803973 45.76026611627277, 4.803506720192475 45.76024722679934, 4.8034828613823075 45.76022114465485, 4.803464756144662 45.760202081396706, 4.803440129792353 45.760175921409314, 4.803431466797942 45.7601666086043, 4.803422522810972 45.760156400240795, 4.803398810397258 45.76013094576745, 4.80337804210851 45.76010913467142, 4.8033559236309165 45.76008509494342, 4.803338472021159 45.76006620130821, 4.803314604371071 45.76004011927056, 4.803286869217166 45.760013288517875, 4.803313554852857 45.7600035054202, 4.803327155378391 45.75999878978657, 4.803322046409777 45.759991940674134, 4.803305257916915 45.75996961647825, 4.803239278538011 45.75989353122993, 4.803204542762409 45.759853401238765, 4.803162409078077 45.75977099792681, 4.803161852387008 45.75976992673555, 4.803150308825214 45.75977478975182, 4.803112806805547 45.759787984281175, 4.803105455731412 45.759783330722485, 4.802983288312509 45.75970732580979, 4.802800549315255 45.759567389747424, 4.802667757168048 45.75929391027078, 4.80249132655011 45.75894345102281, 4.802395705792777 45.758761993543494, 4.802392015495278 45.758755031915356, 4.802494567504557 45.75873360691731, 4.802616723363894 45.75870998118721, 4.802935288542036 45.758644632402735)))",[],2025-07-25T08:55:32.02,
com_donnees_communales.comparcjardin_1_0_0.135,PAR-69385-05348,S8151,Parc Elise Rivet,5348,,Rue Joliot Curie,69005,Lyon 5e Arrondissement,69385,oui,6034.41,Espaces Verts,,oui,,,Piéton,,non,,non,non,Non,Non,0,135,"MULTIPOLYGON (((4.782792992960796 45.7543181049624, 4.7827911920078545 45.754310033120994, 4.782620089257025 45.753590998641705, 4.782593422201435 45.75346501609459, 4.782560451073749 45.753326034217665, 4.78244886580518 45.75286805078182, 4.782185950480799 45.75287203507522, 4.782153101754825 45.752701098325225, 4.782106981291429 45.752501074246794, 4.782051832458982 45.75228404644824, 4.782044342835077 45.75227059968279, 4.782006335270004 45.752130026482085, 4.782008272517833 45.75212807747585, 4.782010389441513 45.752126222310984, 4.782012676793781 45.75212446909129, 4.782014762648857 45.75212305532839, 4.782017393834272 45.75212148075571, 4.782020170651707 45.75212003392932, 4.782023080469119 45.75211872143102, 4.782026110049427 45.75211754923148, 4.782029374006534 45.752116484290624, 4.782032538767461 45.75211563024653, 4.782035777203188 45.75211492441641, 4.7821035606145195 45.752101382771244, 4.782106796916245 45.75210097526599, 4.782110058644738 45.75210068356692, 4.782113337349868 45.75210050842986, 4.782117656480432 45.752100456019384, 4.782121970958445 45.75210060579377, 4.782178220271032 45.75210464155261, 4.782189694916394 45.75210504573475, 4.782243517249009 45.7521067991743, 4.782243167255068 45.752108355738365, 4.782243538435467 45.752110425018984, 4.782654045210775 45.7521440647625, 4.782691013426414 45.75228699160963, 4.782650065904262 45.75230909847551, 4.782664921329777 45.75246006691636, 4.782646871563494 45.75257105067664, 4.782753079544583 45.75286540614417, 4.782834178704884 45.75293242173049, 4.78288901340155 45.75307445685486, 4.782961186993679 45.75311301418743, 4.783101917110538 45.75322002428716, 4.783189052217919 45.75323107855177, 4.78319290543355 45.75366504672567, 4.782745172465406 45.753679084220146, 4.782762007686492 45.75390400220859, 4.782798226416682 45.754036948889585, 4.78281255393442 45.75409801269174, 4.782825725765035 45.7541687701135, 4.78285888064238 45.75431599237358, 4.782831379934424 45.75431687414682, 4.782792992960796 45.7543181049624)))",[],2025-07-25T08:55:31.929,
com_donnees_communales.comparcjardin_1_0_0.137,PAR-69381-51045,S8188,Jardin Francis Deswarte,51045,,Place Bellevue,69001,Lyon 1er Arrondissement,69381,oui,3577.47,Espaces Verts,,non,,,Piéton/Vélo,,non,,non,non,Oui,Oui,0,137,"MULTIPOLYGON (((4.835775267477343 45.77417140173246, 4.835791481720943 45.774202820836834, 4.835830090640509 45.77434422099489, 4.835903681646276 45.77462977984212, 4.835940934904567 45.774757341543754, 4.836358236666003 45.77473206808065, 4.836303673108343 45.77445025254709, 4.83672820962994 45.77432441880147, 4.836444655637656 45.77400201804718, 4.835775267477343 45.77417140173246)))",[],2025-07-25T08:55:31.955,
com_donnees_communales.comparcjardin_1_0_0.132,PAR-69385-05283,S8262,Jardin du Rosaire,5283,40,Montée Saint Barthélémy,69005,Lyon 5e Arrondissement,69385,oui,38796.29,Espaces Verts,,oui,,,Piéton,,non,Fontaine,non,non,Oui,Non,0,132,"MULTIPOLYGON (((4.824198998681801 45.76202706017004, 4.824035778041383 45.762053347484915, 4.823858973910157 45.76209254255286, 4.8238814997320505 45.76203053028586, 4.823847330117616 45.76200407752973, 4.823840491504581 45.76201129728921, 4.823831984547105 45.762010443638914, 4.823801760639144 45.762014348194384, 4.823798264493409 45.76201368422367, 4.8237941090019305 45.7620124008101, 4.82378889849093 45.76201023429117, 4.82378547825771 45.762008039074246, 4.823782579814129 45.76200583549308, 4.823779651937302 45.76200273236663, 4.823777479922001 45.761999347118795, 4.823775392815691 45.761994430480904, 4.823773941508379 45.76198941364961, 4.823773178531984 45.76198177573528, 4.8237743931432 45.761971856078276, 4.823777839451994 45.761951190445274, 4.823779572740805 45.7619414424773, 4.823778603730375 45.761927507746485, 4.8237753262527185 45.76189803972523, 4.823776201315445 45.76186976516368, 4.823772182533656 45.761841299043894, 4.823763256425604 45.76181993171955, 4.823762350291575 45.76181589616793, 4.8237333841395404 45.76182275060172, 4.823729755560077 45.76181803867533, 4.823721251577032 45.76181727497126, 4.823713541105071 45.761813528491054, 4.823709335595664 45.76181071584748, 4.823702488221696 45.76179813536508, 4.823700168616123 45.76178611231827, 4.823706021013917 45.761768558179405, 4.823715358983948 45.76175904832233, 4.82371041075703 45.76162349507287, 4.823653904118001 45.76162575084211, 4.823647661441855 45.76147428803767, 4.823658798385751 45.76133901696878, 4.8236681067949005 45.761226815642296, 4.823688437970349 45.76122702976292, 4.8236836106572545 45.76122116702793, 4.82367703074638 45.76121263233405, 4.823662283587362 45.761202068511395, 4.82364930979927 45.761194536319884, 4.823642832904698 45.76118915003262, 4.823640271315159 45.76118541102007, 4.823639486556473 45.7611694032952, 4.8236407318992836 45.76114859293992, 4.823645501028136 45.761136996278296, 4.823649488694737 45.76113315228906, 4.82367985868479 45.761129875436545, 4.823678515089187 45.76112044679395, 4.823675028142152 45.761080721931975, 4.82359376940349 45.76110443482979, 4.82359242702659 45.76110274631349, 4.823578624881051 45.76110125750576, 4.823336672638683 45.7611657064548, 4.823346174584152 45.76117689438946, 4.823198618989386 45.761226059923196, 4.823196594327025 45.76122690238332, 4.8231814125207695 45.76123056573245, 4.8231666204933905 45.761234312835136, 4.823162667522065 45.7612353661983, 4.822970194676022 45.76128309115803, 4.822888827189093 45.76126441449125, 4.82288728000456 45.761264169275336, 4.822885717940055 45.76126374429444, 4.82286161779874 45.76125810031345, 4.822703818164072 45.76122192772658, 4.822284719348324 45.7612561816348, 4.822304742329272 45.76130203178568, 4.822397139093541 45.761292451682195, 4.822394910790804 45.761283487207415, 4.822409518633223 45.76128181319482, 4.822411609053288 45.761290689876255, 4.822457870394598 45.7612858987818, 4.822455651078615 45.76127693416407, 4.822470387806238 45.761275348080744, 4.822472478235759 45.76128422476109, 4.822518215014878 45.761279082037866, 4.822515992575745 45.76127029747457, 4.8225313770300895 45.76126870100744, 4.822533830605248 45.76127712186124, 4.822579201295738 45.76127234498439, 4.822577113791041 45.76126355826055, 4.822592222471451 45.76126178619953, 4.822594822764872 45.76127056470851, 4.822626860311784 45.76126708142244, 4.82263982719625 45.76126642368636, 4.822639131503291 45.76125698465503, 4.822654548135075 45.76125664767918, 4.822655112000126 45.761265908819, 4.822678264895836 45.761266257919466, 4.822696234406594 45.76126912010069, 4.822703807973853 45.761256848541905, 4.822715576638974 45.76125891004361, 4.822727562442397 45.761263758117536, 4.822719736984334 45.76127603371341, 4.822731878155539 45.76128177931464, 4.822748526824938 45.76129159277801, 4.822763297930968 45.76128307597641, 4.8227719667248605 45.7612886071993, 4.822779185240367 45.76129713171218, 4.822764821735081 45.76130600199237, 4.822770663139202 45.76131562858868, 4.822773390500706 45.76133214520285, 4.822778644489042 45.76133179102316, 4.822782327372545 45.76135000236056, 4.822776305587098 45.76135054884473, 4.822791183124165 45.761443822236345, 4.822793756060317 45.7614437810148, 4.822805654373301 45.761520541825966, 4.822803474157693 45.76152075675919, 4.822816234812738 45.761604343881004, 4.822819891798662 45.76162561568921, 4.822833101122105 45.76171108565596, 4.822835923025802 45.761710950443174, 4.822848606906063 45.76178805867033, 4.822831144676633 45.76178887845197, 4.822859843494709 45.76189192058264, 4.822905255290567 45.76188453287637, 4.822915043409231 45.7619127265792, 4.822915190122352 45.761913084235275, 4.8229255204632375 45.761942169266504, 4.8229164481670095 45.76194384465315, 4.82290839557151 45.76194532369799, 4.822912419848022 45.76199764019795, 4.8229179467312235 45.76199737164214, 4.822920617765196 45.76203197949284, 4.822920030625988 45.76209274003312, 4.822903597002549 45.762093363340526, 4.822904128385532 45.76210190498609, 4.822844087015868 45.76210205693801, 4.822848752911855 45.7621307827198, 4.822856319430195 45.76217719235907, 4.822889420210153 45.762167121850425, 4.822888431760048 45.76216056756482, 4.822906254472552 45.76215893198552, 4.822908007618419 45.762165474019035, 4.822977404554078 45.76217588233394, 4.822982956814344 45.7621686832394, 4.823002354167207 45.762176112584726, 4.822996174932744 45.76218368173285, 4.823041932238211 45.7622184992279, 4.823053008850419 45.76221508168433, 4.823053964392381 45.762216776405346, 4.823066063651327 45.762213252472655, 4.823069868733202 45.76222336169221, 4.82308193852275 45.76228580946221, 4.823076984383972 45.7622956090263, 4.823065927957271 45.762295516182974, 4.823065588186702 45.76229696165414, 4.823054080015748 45.762295166016195, 4.823019735105561 45.76233792711589, 4.823026727811762 45.762343395175975, 4.823012240898405 45.76235262746683, 4.823004621214718 45.7623475294585, 4.822940461829996 45.76236736780459, 4.82294162919616 45.7623755392533, 4.822921491390816 45.76237712192795, 4.822920335795487 45.762369310297196, 4.822885969906552 45.76236437080235, 4.8228964367897085 45.76242900430982, 4.822863478525463 45.76243160239555, 4.82281897437086 45.762435105464114, 4.822784126001182 45.7624154133938, 4.822781213252819 45.76239322964551, 4.822726185894482 45.76239753127994, 4.822723288419859 45.76237966736604, 4.822591698332542 45.76239005555989, 4.822594595765537 45.76240791947712, 4.822531750129628 45.7624128862692, 4.8225289757252465 45.7623949303783, 4.822397385565694 45.76240531834745, 4.822400159928208 45.762423274241534, 4.822337698163556 45.76242814477562, 4.822334803752872 45.76241037080645, 4.822203078574098 45.76242076071229, 4.822205981939767 45.76243853454072, 4.822152492884098 45.76244281125916, 4.822155929945329 45.76246534662901, 4.822127182370711 45.76249046748015, 4.822116146317376 45.76249127423423, 4.822134237121165 45.76260411658807, 4.822136692982965 45.76260434726217, 4.822141853492772 45.762604984629164, 4.822146765042295 45.762605715984726, 4.8221515475264125 45.762606629410406, 4.8221558379714144 45.7626079107226, 4.822159747275762 45.76260964814704, 4.82216304153129 45.762611845429824, 4.822166074715282 45.76261431689862, 4.822168483853986 45.762617248369956, 4.822170772923908 45.76262036176749, 4.822173064934876 45.76262356511954, 4.822175098989186 45.7626268626045, 4.822177265050042 45.7626300679736, 4.8221795482393865 45.76263300146186, 4.822189288476413 45.76267928632046, 4.8222298474884955 45.76286980025177, 4.822241810269846 45.762924869672155, 4.822241816151674 45.76292504958122, 4.822254570639062 45.7629847864064, 4.8223696904128825 45.76297799249479, 4.822580817624726 45.762965700499535, 4.8226916970144496 45.762958884185494, 4.822688244459021 45.76293202899731, 4.822922568756037 45.76291729470903, 4.822941049351153 45.76306154129562, 4.8229886398114825 45.76305798873722, 4.823000689631264 45.76305707565538, 4.823032658129709 45.76305530340986, 4.823049083208604 45.763054410220306, 4.8231552300303955 45.76304847930154, 4.823256401238026 45.763043438031936, 4.823310403419272 45.76303942258479, 4.823312154080331 45.763069275087496, 4.823312030902806 45.76306963706818, 4.823315565013664 45.76313447164357, 4.823303551504524 45.763230875957156, 4.823322221650093 45.7632317467849, 4.823319774386826 45.76325131636723, 4.823343227267037 45.76325283056008, 4.823446083202411 45.76324452206844, 4.823469685153034 45.763242613782275, 4.824016984986595 45.76320009044958, 4.82416627671715 45.76318815680582, 4.824234251283144 45.763182836883985, 4.824303617849491 45.763176594585005, 4.824661354266793 45.7631452075901, 4.824706400445719 45.763138725059164, 4.824770593851957 45.76312761534405, 4.824770873688221 45.76310097034786, 4.824729061577323 45.76299012880154, 4.824722286385334 45.76299158748617, 4.824685002952291 45.76290524376397, 4.824862169931269 45.76284930130803, 4.8248414378027356 45.76280139290617, 4.824841695755961 45.76280129876719, 4.824865622311345 45.76279776495036, 4.824829570037324 45.76267837089362, 4.824804322219106 45.762684985953385, 4.824736864655068 45.76249409418384, 4.824764756269092 45.76247420648265, 4.824740917892937 45.76246090854429, 4.82478227885285 45.76242793456914, 4.824377118887871 45.7622007875232, 4.824364801180773 45.76219378489884, 4.82435901600589 45.76218973758402, 4.8243532188911695 45.76218560045868, 4.824347421777307 45.76218146333304, 4.8243416395492265 45.76217750597185, 4.824335842437068 45.76217336884561, 4.824330180271666 45.76216922955528, 4.82432476411763 45.762164906316606, 4.824319605915575 45.76216048893985, 4.82431563769101 45.76215695249943, 4.824311783475816 45.76215332422911, 4.824308058318558 45.76214951388587, 4.824304471051859 45.76214579133326, 4.824301000738694 45.7621420669053, 4.824297275582927 45.7621382565617, 4.824293811322915 45.76213444203475, 4.824290212117572 45.76213062967143, 4.824198998681801 45.76202706017004), (4.822800118238189 45.76246789816312, 4.822827195280827 45.762466294337415, 4.822830935077041 45.762494224941356, 4.8228038580209445 45.762495828767975, 4.822800118238189 45.76246789816312)))",[],2025-07-25T08:55:32.005,
com_donnees_communales.comparcjardin_1_0_0.469,PAR-69143-006,,Jardin partagé Villeroy,6,,Place Villeroy,69250,Neuville-sur-Saône,69143,Oui,7,Association,,non,,,,,Villes et villages fleuris 1 fleur,,Oui,Non,,,,469,"MULTIPOLYGON (((4.839697000000001 45.87565904088316, 4.83973 45.87565904088316, 4.839735 45.87569504088316, 4.839702999999999 45.87569304088315, 4.839697000000001 45.87565904088316)))",[],2023-05-15T10:16:05.077,
com_donnees_communales.comparcjardin_1_0_0.470,PAR-69143-007,,Jardin partagé Curie,7,,Rue Curie,69250,Neuville-sur-Saône,69143,Oui,22,Association,,non,,,,,Villes et villages fleuris 1 fleur,,Non,Non,,,,470,"MULTIPOLYGON (((4.841106000000001 45.8761780408831, 4.8411349999999995 45.87614304088309, 4.841291 45.87621604088309, 4.841106000000001 45.8761780408831)))",[],2023-05-15T10:16:05.078,
